serial_number,order_id,customer_id,customer_name,Gender,email,phone_number,address,product_id,product_name,product_category,supplier_id,supplier_name,supplier_phone,supplier_email,inventory_id,location,stock_quantity,quantity,unit_price,order_date,order_status,remaining_stock
96,46,155,William Lambert,Female,carpenterjorge@vasquez.com,862-415-0274x56449,"562 Doyle Overpass Apt. 870, East Brian, AZ 62137",20,Economy Per,Sports,30,"Nelson, Morton and Medina",769.453.1473x7996,anthony52@lewis-salinas.com,20,Store 1,22,1,81.23,2025-09-15,Shipped,22
97,47,351,Rita Forbes,Female,shansen@conner-baldwin.com,519-577-8255x8825,"2965 Lucero Trafficway Suite 278, Wardchester, PA 33688",131,Someone Music,Beauty,13,Wilson-Zamora,990.916.9985,james53@foster-powers.com,131,Warehouse A,335,2,167.49,2025-08-26,Shipped,335
98,47,351,Rita Forbes,Female,shansen@conner-baldwin.com,519-577-8255x8825,"2965 Lucero Trafficway Suite 278, Wardchester, PA 33688",25,Build Skill,Clothing,41,Campbell LLC,001-972-787-5588,ugibson@pollard.org,25,Store 1,64,2,343.88,2025-08-26,Shipped,64
99,47,351,Rita Forbes,Female,shansen@conner-baldwin.com,519-577-8255x8825,"2965 Lucero Trafficway Suite 278, Wardchester, PA 33688",11,Able Factor,Sports,49,Taylor Inc,711-382-6758x6926,basschristina@johnson-wood.info,11,Warehouse B,443,1,55.59,2025-08-26,Shipped,443
100,47,351,Rita Forbes,Female,shansen@conner-baldwin.com,519-577-8255x8825,"2965 Lucero Trafficway Suite 278, Wardchester, PA 33688",60,Tree Dinner,Home,15,"Warner, Carr and Archer",+1-808-412-4118x2449,jenniferharris@farrell.com,60,Store 1,326,1,163.73,2025-08-26,Shipped,326
101,48,38,Greg Martinez,Female,timperez@gmail.com,001-115-542-6221x8909,"3269 Heath Corners Apt. 219, Bellchester, WY 18828",64,Inside Just,Sports,3,"Lee, Jones and Stanley",001-413-164-7525x53419,amandasanchez@gray-mayo.net,64,Store 1,461,3,42.07,2025-11-07,Shipped,461
102,48,38,Greg Martinez,Female,timperez@gmail.com,001-115-542-6221x8909,"3269 Heath Corners Apt. 219, Bellchester, WY 18828",243,Record Chance,Garden,35,Carroll-Brown,001-133-412-3281x2067,ocarter@mann-warner.info,243,Store 1,56,3,140.78,2025-11-07,Shipped,56
103,49,226,Jennifer Brown,Male,lynndaugherty@hotmail.com,775-662-0563,"59503 Martin Coves, East Carlaport, OH 26941",5,Despite Peace,Electronics,3,"Lee, Jones and Stanley",001-413-164-7525x53419,amandasanchez@gray-mayo.net,5,Warehouse A,442,1,53.95,2025-08-29,Delivered,442
104,50,105,Carlos Harris,Female,ellismelissa@hotmail.com,9733977671,"84983 Jack Centers, Benjaminton, OK 79574",52,Financial Long,Home,16,Walters LLC,0524278680,jonesnicole@gardner.org,52,Warehouse B,74,1,49.77,2025-08-10,Delivered,74
105,50,105,Carlos Harris,Female,ellismelissa@hotmail.com,9733977671,"84983 Jack Centers, Benjaminton, OK 79574",71,Benefit Theory,Home,4,Cohen Inc,056.413.9537,pwilkerson@thomas-taylor.net,71,Store 1,233,1,33.25,2025-08-10,Delivered,233
106,51,161,Nancy Wallace,Other,csmith@hotmail.com,349.605.0166,"76789 Hall Circle Apt. 695, West Patriciachester, NJ 15828",54,Law Bit,Garden,35,Carroll-Brown,001-133-412-3281x2067,ocarter@mann-warner.info,54,Warehouse B,289,4,68.55,2025-08-04,Delivered,289
107,51,161,Nancy Wallace,Other,csmith@hotmail.com,349.605.0166,"76789 Hall Circle Apt. 695, West Patriciachester, NJ 15828",145,Account Modern,Toys,20,Lam-Lee,6088356159,elizabeth14@parker.com,145,Warehouse B,46,1,335.11,2025-08-04,Delivered,46
108,51,161,Nancy Wallace,Other,csmith@hotmail.com,349.605.0166,"76789 Hall Circle Apt. 695, West Patriciachester, NJ 15828",55,Student Science,Garden,31,Beard-Haynes,808-313-6783x777,davisjeffrey@sanchez.net,55,Warehouse B,87,3,129.39,2025-08-04,Delivered,87
109,52,177,John Morton,Female,john73@yahoo.com,5831997179,"65120 Brown Ridge, Joneston, AR 39156",103,Really Themselves,Toys,35,Carroll-Brown,001-133-412-3281x2067,ocarter@mann-warner.info,103,Warehouse A,239,4,323.17,2025-08-25,Shipped,239
110,53,190,Nicole James,Female,randysmith@gmail.com,001-257-771-1837x274,"91241 Jackson Skyway, Lake Joshuamouth, HI 28900",104,Rule Example,Electronics,42,Hall-Rowe,5766270289,molly71@lozano.com,104,Warehouse B,72,1,352.37,2025-09-23,Delivered,72
111,53,190,Nicole James,Female,randysmith@gmail.com,001-257-771-1837x274,"91241 Jackson Skyway, Lake Joshuamouth, HI 28900",210,Phone Movement,Electronics,37,George Group,001-594-013-9904x9027,lmoon@graham.info,210,Warehouse B,295,1,185.71,2025-09-23,Delivered,295
112,53,190,Nicole James,Female,randysmith@gmail.com,001-257-771-1837x274,"91241 Jackson Skyway, Lake Joshuamouth, HI 28900",83,Land Trip,Toys,30,"Nelson, Morton and Medina",769.453.1473x7996,anthony52@lewis-salinas.com,83,Warehouse B,397,1,214.39,2025-09-23,Delivered,397
113,54,164,Kathleen Harrell,Male,matthew21@gonzales.com,754.821.4565,"86326 Hardin Mount, Sherrymouth, WI 01804",107,For Will,Garden,7,Koch-Decker,303-911-7182x2782,allison96@hickman.com,107,Store 2,46,1,132.82,2025-07-15,Delivered,46
114,54,164,Kathleen Harrell,Male,matthew21@gonzales.com,754.821.4565,"86326 Hardin Mount, Sherrymouth, WI 01804",170,Need Bar,Clothing,49,Taylor Inc,711-382-6758x6926,basschristina@johnson-wood.info,170,Warehouse B,231,1,420.73,2025-07-15,Delivered,231
115,55,137,Justin Ford,Male,moorekevin@flowers.com,(273)014-7195x97964,"158 Megan Estates Apt. 257, West Frank, MN 55487",46,Attorney Card,Toys,7,Koch-Decker,303-911-7182x2782,allison96@hickman.com,46,Store 1,355,3,421.63,2025-09-07,Shipped,355
116,56,50,Nicholas Costa,Other,wmacias@hotmail.com,(179)327-1040x5411,"18159 Bush Meadows Apt. 962, North Markborough, UT 73129",253,Reveal While,Home,16,Walters LLC,0524278680,jonesnicole@gardner.org,253,Warehouse A,61,2,281.25,2025-05-27,Shipped,61
117,56,50,Nicholas Costa,Other,wmacias@hotmail.com,(179)327-1040x5411,"18159 Bush Meadows Apt. 962, North Markborough, UT 73129",47,Face Probably,Clothing,33,Ward LLC,8240084271,andrewstaylor@peterson-sheppard.com,47,Warehouse A,462,2,80.66,2025-05-27,Shipped,462
118,56,50,Nicholas Costa,Other,wmacias@hotmail.com,(179)327-1040x5411,"18159 Bush Meadows Apt. 962, North Markborough, UT 73129",52,Financial Long,Home,16,Walters LLC,0524278680,jonesnicole@gardner.org,52,Warehouse B,74,1,49.77,2025-05-27,Shipped,74
119,57,197,Melissa Curtis,Female,johnjohnson@yahoo.com,+1-024-972-4399x2011,"9183 Martin Meadow Suite 488, Willischester, VA 12149",234,Radio Good,Sports,48,Davis-Foster,817-549-6513x709,rose31@colon.biz,234,Warehouse B,79,2,188.11,2025-10-19,Delivered,79
120,57,197,Melissa Curtis,Female,johnjohnson@yahoo.com,+1-024-972-4399x2011,"9183 Martin Meadow Suite 488, Willischester, VA 12149",136,Region Foot,Electronics,17,"Hernandez, Anderson and Parker",5331586923,theresacochran@johnson-doyle.com,136,Store 2,111,2,55.73,2025-10-19,Delivered,111
121,58,82,Tonya Ellis,Female,olsonjonathan@yahoo.com,+1-335-658-8043x4165,"5539 White Summit, South Jillian, WA 32227",90,Realize Meet,Home,5,"Baker, Richards and Hurst",(532)871-0122x6916,dcarlson@king.com,90,Store 2,158,1,339.23,2025-08-06,Delivered,158
122,59,370,Lydia Watson,Other,ncook@yahoo.com,(954)508-9177x680,"65742 Kathleen Flat, New Patrickfurt, AZ 06269",185,Play Claim,Sports,25,"Lewis, Perry and Rivera",603.669.0967x054,acastaneda@adkins.com,185,Warehouse B,436,1,352.89,2025-08-03,Shipped,436
123,59,370,Lydia Watson,Other,ncook@yahoo.com,(954)508-9177x680,"65742 Kathleen Flat, New Patrickfurt, AZ 06269",219,More City,Home,16,Walters LLC,0524278680,jonesnicole@gardner.org,219,Warehouse B,14,3,143.07,2025-08-03,Shipped,14
124,59,370,Lydia Watson,Other,ncook@yahoo.com,(954)508-9177x680,"65742 Kathleen Flat, New Patrickfurt, AZ 06269",49,Official Seem,Electronics,50,Sampson-Foley,585-064-3171,darleneharper@williams.com,49,Warehouse A,407,4,301.48,2025-08-03,Shipped,407
125,59,370,Lydia Watson,Other,ncook@yahoo.com,(954)508-9177x680,"65742 Kathleen Flat, New Patrickfurt, AZ 06269",5,Despite Peace,Electronics,3,"Lee, Jones and Stanley",001-413-164-7525x53419,amandasanchez@gray-mayo.net,5,Warehouse A,442,3,51.38,2025-08-03,Shipped,442
126,60,82,Tonya Ellis,Female,olsonjonathan@yahoo.com,+1-335-658-8043x4165,"5539 White Summit, South Jillian, WA 32227",88,Participant Movement,Garden,33,Ward LLC,8240084271,andrewstaylor@peterson-sheppard.com,88,Warehouse A,321,1,34.82,2025-09-19,Cancelled,321
127,60,82,Tonya Ellis,Female,olsonjonathan@yahoo.com,+1-335-658-8043x4165,"5539 White Summit, South Jillian, WA 32227",184,Decade Consumer,Beauty,18,Pham-Shields,421.607.3375,lori33@keller.com,184,Warehouse A,50,1,233.12,2025-09-19,Cancelled,50
128,61,240,Jessica Burgess,Male,lawsonruben@hotmail.com,(517)208-4964x985,"56253 Jason Landing, Dustinmouth, AL 42259",138,Indicate Place,Beauty,21,"Martinez, Fisher and Bentley",+1-299-468-0443x69957,nramos@kennedy.com,138,Store 1,437,1,305.07,2025-09-19,Delivered,437
129,61,240,Jessica Burgess,Male,lawsonruben@hotmail.com,(517)208-4964x985,"56253 Jason Landing, Dustinmouth, AL 42259",191,Organization Soon,Clothing,21,"Martinez, Fisher and Bentley",+1-299-468-0443x69957,nramos@kennedy.com,191,Warehouse A,373,1,241.58,2025-09-19,Delivered,373
130,61,240,Jessica Burgess,Male,lawsonruben@hotmail.com,(517)208-4964x985,"56253 Jason Landing, Dustinmouth, AL 42259",94,Sound Family,Sports,38,Ortiz-Morris,256-746-8071,johnny16@bryan.info,94,Store 2,167,2,467.68,2025-09-19,Delivered,167
131,61,240,Jessica Burgess,Male,lawsonruben@hotmail.com,(517)208-4964x985,"56253 Jason Landing, Dustinmouth, AL 42259",206,Home Theory,Home,13,Wilson-Zamora,990.916.9985,james53@foster-powers.com,206,Warehouse A,444,2,283.19,2025-09-19,Delivered,444
132,61,240,Jessica Burgess,Male,lawsonruben@hotmail.com,(517)208-4964x985,"56253 Jason Landing, Dustinmouth, AL 42259",234,Radio Good,Sports,48,Davis-Foster,817-549-6513x709,rose31@colon.biz,234,Warehouse B,79,5,188.11,2025-09-19,Delivered,79
133,62,255,Kayla Thompson,Male,diana95@espinoza-buchanan.com,001-461-767-9298x84259,"USNV Silva, FPO AA 09357",245,Say Recognize,Grocery,9,Palmer LLC,+1-738-299-7376x31165,ujenkins@nunez.com,245,Store 1,269,1,52.99,2025-05-20,Shipped,269
134,62,255,Kayla Thompson,Male,diana95@espinoza-buchanan.com,001-461-767-9298x84259,"USNV Silva, FPO AA 09357",86,Plan Forget,Electronics,38,Ortiz-Morris,256-746-8071,johnny16@bryan.info,86,Store 1,317,3,375.25,2025-05-20,Shipped,317
135,62,255,Kayla Thompson,Male,diana95@espinoza-buchanan.com,001-461-767-9298x84259,"USNV Silva, FPO AA 09357",68,House Claim,Beauty,31,Beard-Haynes,808-313-6783x777,davisjeffrey@sanchez.net,68,Store 1,300,4,99.25,2025-05-20,Shipped,300
136,63,202,Jessica Hall,Male,carterdaniel@yahoo.com,001-931-952-5690x4098,"5528 Daniel Branch Suite 524, South Erin, PA 37645",82,Yeah Social,Beauty,1,"Rodriguez, Figueroa and Sanchez",(181)960-0133,hoffmanjennifer@gardner.com,82,Store 1,426,2,136.28,2025-09-21,Delivered,426
137,63,202,Jessica Hall,Male,carterdaniel@yahoo.com,001-931-952-5690x4098,"5528 Daniel Branch Suite 524, South Erin, PA 37645",214,War Analysis,Grocery,24,Manning Group,434.873.4714x345,patricia12@hall.com,214,Store 1,58,3,337.36,2025-09-21,Delivered,58
138,63,202,Jessica Hall,Male,carterdaniel@yahoo.com,001-931-952-5690x4098,"5528 Daniel Branch Suite 524, South Erin, PA 37645",292,Put Medical,Grocery,19,Lin-Rasmussen,586-850-1429x401,yreed@graham-joyce.com,292,Store 1,442,2,418.97,2025-09-21,Delivered,442
139,63,202,Jessica Hall,Male,carterdaniel@yahoo.com,001-931-952-5690x4098,"5528 Daniel Branch Suite 524, South Erin, PA 37645",93,Hold Building,Home,3,"Lee, Jones and Stanley",001-413-164-7525x53419,amandasanchez@gray-mayo.net,93,Store 1,46,1,201.89,2025-09-21,Delivered,46
140,63,202,Jessica Hall,Male,carterdaniel@yahoo.com,001-931-952-5690x4098,"5528 Daniel Branch Suite 524, South Erin, PA 37645",184,Decade Consumer,Beauty,18,Pham-Shields,421.607.3375,lori33@keller.com,184,Warehouse A,50,4,245.39,2025-09-21,Delivered,50
141,64,124,Cynthia Price PhD,Male,zferguson@yahoo.com,0505061387,"USNS Figueroa, FPO AE 09942",67,Reduce Especially,Grocery,37,George Group,001-594-013-9904x9027,lmoon@graham.info,67,Store 1,483,1,119.02,2025-07-09,Delivered,483
142,64,124,Cynthia Price PhD,Male,zferguson@yahoo.com,0505061387,"USNS Figueroa, FPO AE 09942",250,Tax Care,Grocery,26,Robinson-Graham,6562729806,millerroy@white-green.com,250,Warehouse B,392,3,41.67,2025-07-09,Delivered,392
143,64,124,Cynthia Price PhD,Male,zferguson@yahoo.com,0505061387,"USNS Figueroa, FPO AE 09942",211,If Maintain,Sports,28,"Gould, Marshall and Scott",(299)124-1904x966,charlesvaughn@sanchez.org,211,Store 2,79,1,37.17,2025-07-09,Delivered,79
144,64,124,Cynthia Price PhD,Male,zferguson@yahoo.com,0505061387,"USNS Figueroa, FPO AE 09942",24,Know Never,Toys,25,"Lewis, Perry and Rivera",603.669.0967x054,acastaneda@adkins.com,24,Warehouse A,253,1,494.81,2025-07-09,Delivered,253
145,65,25,Melinda Ramirez,Male,sarahedwards@matthews.biz,429-396-8562,"501 Hall Club, Cassiefurt, MD 04384",161,Against Garden,Electronics,10,Powell LLC,333-872-6247,nancyjones@garcia.com,161,Store 1,301,3,446.87,2025-05-27,Shipped,301
146,66,306,Katherine Andrews,Female,cunninghamterri@schmidt.com,001-793-164-7725,"8606 Smith Village Suite 003, Ronaldview, IN 77096",269,However Class,Toys,11,House and Sons,(677)360-2606,sara74@horton-cross.net,269,Store 2,87,1,299.55,2025-10-29,Delivered,87
147,66,306,Katherine Andrews,Female,cunninghamterri@schmidt.com,001-793-164-7725,"8606 Smith Village Suite 003, Ronaldview, IN 77096",174,Concern Ball,Home,21,"Martinez, Fisher and Bentley",+1-299-468-0443x69957,nramos@kennedy.com,174,Store 2,31,1,73.5,2025-10-29,Delivered,31
148,66,306,Katherine Andrews,Female,cunninghamterri@schmidt.com,001-793-164-7725,"8606 Smith Village Suite 003, Ronaldview, IN 77096",222,Third Gun,Sports,32,"Cooper, Barajas and Pierce",(744)431-3518x233,lhill@carlson.com,222,Warehouse A,179,1,95.01,2025-10-29,Delivered,179
149,67,147,Kathy Evans,Female,robertking@hotmail.com,820.829.7374x896,"USS Boyd, FPO AA 61120",198,City Less,Garden,40,Murray Inc,+1-274-846-7737x8263,michellehill@morgan-french.com,198,Store 2,47,1,123.08,2025-09-29,Pending,47
150,67,147,Kathy Evans,Female,robertking@hotmail.com,820.829.7374x896,"USS Boyd, FPO AA 61120",286,Star Idea,Toys,21,"Martinez, Fisher and Bentley",+1-299-468-0443x69957,nramos@kennedy.com,286,Warehouse B,101,1,165.02,2025-09-29,Pending,101
151,68,56,Daniel Pearson,Female,wellsdavid@burke.com,944-665-7437x489,"85899 Evans Coves, Brownview, MD 36792",81,Tv Reduce,Electronics,26,Robinson-Graham,6562729806,millerroy@white-green.com,81,Store 2,466,2,82.17,2025-09-02,Shipped,466
152,69,136,William Sawyer,Other,jessicawallace@lara-roberts.biz,001-629-912-3478x5196,"462 Page Throughway Apt. 326, Angelaton, ME 77205",85,Approach Field,Clothing,19,Lin-Rasmussen,586-850-1429x401,yreed@graham-joyce.com,85,Warehouse B,112,1,484.51,2025-08-16,Delivered,112
153,69,136,William Sawyer,Other,jessicawallace@lara-roberts.biz,001-629-912-3478x5196,"462 Page Throughway Apt. 326, Angelaton, ME 77205",252,Your Single,Toys,37,George Group,001-594-013-9904x9027,lmoon@graham.info,252,Store 1,148,3,49.52,2025-08-16,Delivered,148
154,69,136,William Sawyer,Other,jessicawallace@lara-roberts.biz,001-629-912-3478x5196,"462 Page Throughway Apt. 326, Angelaton, ME 77205",124,Coach Somebody,Beauty,12,"Higgins, Moore and Phillips",9805009788,brianromero@jones.com,124,Store 2,155,4,18.13,2025-08-16,Delivered,155
155,69,136,William Sawyer,Other,jessicawallace@lara-roberts.biz,001-629-912-3478x5196,"462 Page Throughway Apt. 326, Angelaton, ME 77205",143,Especially Figure,Sports,5,"Baker, Richards and Hurst",(532)871-0122x6916,dcarlson@king.com,143,Warehouse A,495,4,313.46,2025-08-16,Delivered,495
156,70,188,Benjamin Friedman,Female,monicacollins@ortega.com,001-387-430-2716,"597 Ford Canyon, West Debbiemouth, UT 93778",282,Table Still,Sports,27,Gibson LLC,001-646-417-0805x31003,maryhowell@martinez.com,282,Store 1,463,1,155.72,2025-05-26,Delivered,463
157,70,188,Benjamin Friedman,Female,monicacollins@ortega.com,001-387-430-2716,"597 Ford Canyon, West Debbiemouth, UT 93778",207,Few Ball,Clothing,41,Campbell LLC,001-972-787-5588,ugibson@pollard.org,207,Store 1,495,1,55.44,2025-05-26,Delivered,495
158,71,292,Kyle Daugherty,Female,walkerandrew@yahoo.com,194.979.6958,"5557 Steven Summit, Clarkburgh, MS 34015",228,Necessary Poor,Clothing,49,Taylor Inc,711-382-6758x6926,basschristina@johnson-wood.info,228,Store 2,192,1,329.51,2025-10-05,Shipped,192
159,72,284,Dustin Ramirez,Male,mperez@yahoo.com,244.741.7595,"209 Moore Port Apt. 654, West Holly, OH 97904",256,Movie High,Beauty,20,Lam-Lee,6088356159,elizabeth14@parker.com,256,Warehouse B,194,1,148.35,2025-07-27,Shipped,194
160,73,259,Kristy Bishop,Other,tina69@salazar.com,010-783-5674x300,"960 Williams Trafficway, Dominguezchester, NE 72530",255,Race Religious,Grocery,25,"Lewis, Perry and Rivera",603.669.0967x054,acastaneda@adkins.com,255,Warehouse B,89,4,454.71,2025-09-07,Delivered,89
161,74,144,Samuel Ramos,Other,thompsondonna@dyer-martin.biz,(467)197-8897,"064 Garza Lane, Katieport, AR 04190",212,Partner Once,Sports,42,Hall-Rowe,5766270289,molly71@lozano.com,212,Warehouse A,114,2,11.26,2025-10-21,Delivered,114
162,75,61,Michael Mccoy,Female,qstanley@hotmail.com,992-618-9141x173,"356 Martin Plaza Suite 375, North Alexander, DE 75756",1,Car Stop,Home,41,Campbell LLC,001-972-787-5588,ugibson@pollard.org,1,Warehouse B,241,1,17.38,2025-06-16,Cancelled,241
163,75,61,Michael Mccoy,Female,qstanley@hotmail.com,992-618-9141x173,"356 Martin Plaza Suite 375, North Alexander, DE 75756",156,Will Bank,Clothing,15,"Warner, Carr and Archer",+1-808-412-4118x2449,jenniferharris@farrell.com,156,Store 1,66,1,77.94,2025-06-16,Cancelled,66
164,76,202,Jessica Hall,Male,carterdaniel@yahoo.com,001-931-952-5690x4098,"5528 Daniel Branch Suite 524, South Erin, PA 37645",234,Radio Good,Sports,48,Davis-Foster,817-549-6513x709,rose31@colon.biz,234,Warehouse B,79,3,188.11,2025-08-18,Delivered,79
165,76,202,Jessica Hall,Male,carterdaniel@yahoo.com,001-931-952-5690x4098,"5528 Daniel Branch Suite 524, South Erin, PA 37645",187,Reality Bag,Electronics,9,Palmer LLC,+1-738-299-7376x31165,ujenkins@nunez.com,187,Warehouse B,454,4,453.93,2025-08-18,Delivered,454
166,77,174,Mrs. Julia Greene,Male,deborahsmith@smith-smith.com,(876)811-8071x56956,"75370 Julia Trace, Erinstad, CO 80906",233,Respond Piece,Sports,34,Wilson-Jones,190.229.4131x8699,kimberlyjames@evans-chapman.biz,233,Warehouse A,452,4,226.4,2025-10-04,Delivered,452
167,77,174,Mrs. Julia Greene,Male,deborahsmith@smith-smith.com,(876)811-8071x56956,"75370 Julia Trace, Erinstad, CO 80906",287,Morning News,Beauty,50,Sampson-Foley,585-064-3171,darleneharper@williams.com,287,Warehouse B,308,3,411.47,2025-10-04,Delivered,308
168,77,174,Mrs. Julia Greene,Male,deborahsmith@smith-smith.com,(876)811-8071x56956,"75370 Julia Trace, Erinstad, CO 80906",187,Reality Bag,Electronics,9,Palmer LLC,+1-738-299-7376x31165,ujenkins@nunez.com,187,Warehouse B,454,2,431.23,2025-10-04,Delivered,454
169,78,387,Jesse Turner,Other,rharris@stuart-nelson.info,720.376.3882,"414 Francis Brooks Apt. 913, Johnnybury, TN 73371",114,Skin Nice,Beauty,36,Mcdaniel LLC,+1-936-183-2421x0249,scott74@powell.info,114,Warehouse B,55,2,282.65,2025-06-20,Shipped,55
170,79,261,Billy Wright,Male,wthornton@wallace.com,001-843-845-8810x56974,"348 David Stream, North Tiffany, NV 85685",150,These Relate,Toys,1,"Rodriguez, Figueroa and Sanchez",(181)960-0133,hoffmanjennifer@gardner.com,150,Warehouse B,35,1,154.37,2025-08-25,Delivered,35
171,80,24,Renee Browning,Male,warrenjohn@fox.biz,567-933-4101,"700 Christopher Vista Suite 591, East Jasonshire, KY 06603",24,Know Never,Toys,25,"Lewis, Perry and Rivera",603.669.0967x054,acastaneda@adkins.com,24,Warehouse A,253,4,494.81,2025-05-24,Shipped,253
172,80,24,Renee Browning,Male,warrenjohn@fox.biz,567-933-4101,"700 Christopher Vista Suite 591, East Jasonshire, KY 06603",253,Reveal While,Home,16,Walters LLC,0524278680,jonesnicole@gardner.org,253,Warehouse A,61,2,281.25,2025-05-24,Shipped,61
173,80,24,Renee Browning,Male,warrenjohn@fox.biz,567-933-4101,"700 Christopher Vista Suite 591, East Jasonshire, KY 06603",210,Phone Movement,Electronics,37,George Group,001-594-013-9904x9027,lmoon@graham.info,210,Warehouse B,295,5,176.87,2025-05-24,Shipped,295
174,81,171,Jason Heath,Other,hscott@gmail.com,+1-242-241-2462,"00461 Thomas Islands Suite 610, East Karen, IA 65116",101,Onto Agree,Home,23,Osborne and Sons,(870)831-7278,stephanie79@mcclain.info,101,Store 1,382,2,440.24,2025-09-13,Delivered,382
175,82,77,Carolyn Greer,Female,cindydixon@ramsey.info,+1-913-662-1038x862,"9908 Christopher Shoals, New Amber, WI 89441",202,Perhaps Arrive,Home,39,Brown-Stone,+1-770-348-2477x109,jennifercollins@tran.com,202,Store 1,300,1,390.01,2025-10-17,Delivered,300
